iter	F1	Logloss
204	0.9889751198	0.09111905997
205	0.9889751198	0.09080855768
206	0.9887141238	0.0904061102
207	0.9889751198	0.09002315924
208	0.9891056694	0.08960922338
209	0.9892362536	0.08923766339
210	0.9892362536	0.08891440351
211	0.9892362536	0.08856548038
212	0.9892362536	0.08809750813
213	0.9892362536	0.08780503371
214	0.9892362536	0.08719020472
215	0.9892362536	0.08676197051
216	0.9891056694	0.08640353978
217	0.9892362536	0.08607545488
218	0.9892362536	0.08580118074
219	0.9893668722	0.08519700931
220	0.9894975253	0.084604766
221	0.9894975253	0.08418056485
222	0.9896282129	0.08366508137
223	0.9896282129	0.08344996349
224	0.9896282129	0.08294220004
225	0.9896282129	0.08252654587
226	0.991926871	0.08220714428
227	0.991926871	0.0816790482
228	0.991926871	0.08121468885
229	0.991926871	0.08091529953
230	0.991926871	0.08058673952
231	0.991926871	0.08018233808
232	0.991926871	0.07985811006
233	0.991926871	0.07956259278
234	0.991926871	0.07927482359
235	0.991926871	0.07875616792
236	0.991926871	0.07846640828
237	0.991926871	0.07813035416
238	0.991926871	0.07787453004
239	0.991926871	0.07764890449
240	0.991926871	0.07705517185
241	0.991926871	0.0767018603
242	0.991926871	0.07605077449
243	0.991926871	0.07582665001
244	0.9942150936	0.07542414455
245	0.9942150936	0.07511314032
246	0.9942150936	0.07472094465
247	0.9942150936	0.07437789062
248	0.9942150936	0.07410882749
249	0.9943458254	0.07386699962
250	0.9943458254	0.07367595347
251	0.9943458254	0.07319800249
252	0.9943458254	0.07275046022
253	0.9943458254	0.07238756172
254	0.9943458254	0.07191291081
255	0.9943458254	0.07163743895
256	0.9943458254	0.07127416513
257	0.9943458254	0.07103759944
258	0.9943458254	0.07039734581
259	0.9943458254	0.07012902175
260	0.9943458254	0.06980406969
261	0.9944765916	0.06956147626
262	0.9944765916	0.06934397977
263	0.9944765916	0.06905998026
264	0.9944765916	0.06870398403
265	0.9944765916	0.06841267897
266	0.9944765916	0.06809395497
267	0.9944765916	0.06781399435
268	0.9944765916	0.06758284588
269	0.9944765916	0.06700703921
270	0.9944765916	0.06666387941
271	0.9944765916	0.06639915307
272	0.9946073921	0.0659212953
273	0.9947382271	0.06559611093
274	0.9947382271	0.0652894621
275	0.9948690964	0.06498538291
276	0.9948690964	0.06466336173
277	0.9950000003	0.06440062708
278	0.9950000003	0.06423295136
279	0.9948690964	0.06394917757
280	0.9948690964	0.0637377837
281	0.9952619113	0.06332312611
282	0.9950000003	0.06293297435
283	0.9951309385	0.06272160343
284	0.9950000003	0.06237110164
285	0.9950000003	0.06219717413
286	0.9950000003	0.06186971315
287	0.9951309385	0.06146932653
288	0.9951309385	0.06110095215
289	0.9951309385	0.06081730027
290	0.9952619113	0.06052584015
291	0.9952619113	0.05978940783
292	0.9953929185	0.05950371134
293	0.9956550364	0.05913115568
294	0.9953929185	0.05880927886
295	0.9955239602	0.05855951232
296	0.9955239602	0.05830900413
297	0.9952619113	0.05782346417
298	0.9952619113	0.05745716215
299	0.9952619113	0.05722022709
300	0.9953929185	0.05697345731
301	0.9952619113	0.05658810276
302	0.9955239602	0.05625052395
303	0.9955239602	0.05605688669
304	0.9953929185	0.05557770762
305	0.9953929185	0.05532660083
306	0.9953929185	0.05503871356
307	0.9953929185	0.05480664175
308	0.9955239602	0.05457794986
309	0.9956550364	0.05429737441
310	0.9956550364	0.05412831463
311	0.9956550364	0.05393001699
312	0.9956550364	0.05363507015
313	0.9956550364	0.05338975475
314	0.9956550364	0.05314956204
315	0.9957861472	0.05286187046
316	0.9957861472	0.05255433373
317	0.9957861472	0.05230117546
318	0.9957861472	0.05207349641
319	0.9957861472	0.05182707453
320	0.9957861472	0.05151457143
321	0.9957861472	0.05124188478
322	0.9957861472	0.05092579939
323	0.9957861472	0.0506934018
324	0.9957861472	0.05028636122
325	0.9959172925	0.05006213809
326	0.9960484723	0.04959648849
327	0.9960484723	0.04929159056
328	0.9960484723	0.04890896367
329	0.9963109356	0.0484787016
330	0.9960484723	0.04832699756
331	0.9961796867	0.04778273338
332	0.9961796867	0.04746923244
333	0.9961796867	0.04720511691
334	0.9961796867	0.04684432031
335	0.9960484723	0.04668490333
336	0.9960484723	0.0463803155
337	0.9963109356	0.04608434323
338	0.9963109356	0.04581568862
339	0.9965735373	0.04542185096
340	0.9965735373	0.04512593614
341	0.9965735373	0.04484753674
342	0.9965735373	0.04451102753
343	0.9965735373	0.0443367986
344	0.9965735373	0.0440650262
345	0.9965735373	0.04389835207
346	0.9965735373	0.04372895198
347	0.9965735373	0.04362964417
348	0.9965735373	0.04336471609
349	0.9965735373	0.04309615153
350	0.9965735373	0.04291783262
351	0.9967048901	0.04265914595
352	0.9967048901	0.04254100159
353	0.9967048901	0.04238725732
354	0.9967048901	0.04210935118
355	0.9967048901	0.04188793606
356	0.9968362775	0.0416487454
357	0.9968362775	0.04149717638
358	0.9968362775	0.04131838941
359	0.9968362775	0.04110727451
360	0.9968362775	0.04086743702
361	0.9969676996	0.04045696465
362	0.9970991563	0.04018186479
363	0.9970991563	0.03997284338
364	0.9970991563	0.03981321842
365	0.9970991563	0.03959503189
366	0.9970991563	0.03944175971
367	0.9970991563	0.03932339054
368	0.9972306476	0.03908860116
369	0.9972306476	0.0387375827
370	0.9972306476	0.03850740938
371	0.9972306476	0.03834640151
372	0.9974937345	0.03805429072
373	0.9974937345	0.03784597451
374	0.9973621737	0.03763217624
375	0.9973621737	0.03744295441
376	0.9973621737	0.03732708074
377	0.9973621737	0.03722385076
378	0.9973621737	0.03693261818
379	0.9973621737	0.0367750401
380	0.9973621737	0.03656184094
381	0.9974937345	0.03641539653
382	0.9974937345	0.03614857
383	0.9974937345	0.03594116077
384	0.9974937345	0.03579857138
385	0.9974937345	0.03560936339
386	0.9974937345	0.03545202893
387	0.9976253299	0.03534026106
388	0.9976253299	0.03518062198
389	0.9976253299	0.03499160839
390	0.9976253299	0.03469801971
391	0.9976253299	0.03446289875
392	0.9976253299	0.03424491125
393	0.9976253299	0.0340963569
394	0.9976253299	0.03393277929
395	0.9976253299	0.03375025653
396	0.9977569601	0.03355776792
397	0.9977569601	0.03338029705
398	0.9977569601	0.03321868208
399	0.9977569601	0.03298851652
400	0.9977569601	0.03280714489
401	0.9977569601	0.03269221886
402	0.9977569601	0.03253425587
403	0.9978886251	0.03241043699
404	0.9978886251	0.03218106712
405	0.9978886251	0.03201158931
406	0.9978886251	0.03183915043
407	0.9978886251	0.0316497986
408	0.9978886251	0.03155430942
409	0.9978886251	0.03142597207
410	0.9978886251	0.03128222464
411	0.9978886251	0.0311036422
412	0.9978886251	0.03096606389
413	0.9978886251	0.03083980084
414	0.9978886251	0.03071028852
415	0.9978886251	0.03063118323
416	0.9978886251	0.03047860349
417	0.9978886251	0.03032213722
418	0.9978886251	0.0301892633
419	0.9980203248	0.0300200723
420	0.9980203248	0.0298705332
421	0.9978886251	0.02972167688
422	0.9978886251	0.02953204466
423	0.9978886251	0.02942313016
424	0.9980203248	0.02927013472
425	0.9980203248	0.02921075116
426	0.9981520592	0.02908860381
427	0.9982838285	0.02893320306
428	0.9982838285	0.02873164478
429	0.9981520592	0.02860152619
430	0.9981520592	0.0285001098
431	0.9982838285	0.02836297693
432	0.9982838285	0.02824640551
433	0.9982838285	0.02811801022
434	0.9982838285	0.02799935735
435	0.9982838285	0.02779922647
436	0.9982838285	0.02768723227
437	0.9982838285	0.0275278073
438	0.9982838285	0.02745525
439	0.9982838285	0.02732651534
440	0.9984156325	0.02723964485
441	0.9984156325	0.0271264196
442	0.9982838285	0.0270248884
443	0.9982838285	0.02690123401
444	0.9982838285	0.02684505281
445	0.9982838285	0.02674653676
446	0.9984156325	0.02661231384
447	0.9984156325	0.02653303863
448	0.9982838285	0.026429646
449	0.9985474714	0.02633611449
450	0.9985474714	0.0262079049
451	0.9985474714	0.02609300013
452	0.9985474714	0.02601302844
453	0.9985474714	0.02587555579
454	0.998679345	0.02577783633
455	0.998679345	0.02568977563
456	0.998679345	0.02555046533
457	0.998679345	0.02542569518
458	0.998679345	0.02534673613
459	0.998679345	0.02523089524
460	0.998679345	0.02518429246
461	0.998679345	0.02504064124
462	0.998679345	0.02490802634
463	0.998679345	0.02483474296
464	0.998679345	0.02467992807
465	0.998679345	0.02455347599
466	0.998679345	0.02442964578
467	0.998679345	0.02431932173
468	0.998679345	0.02423871841
469	0.998679345	0.02411815092
470	0.998679345	0.02400761692
471	0.998679345	0.02392573646
472	0.998679345	0.02383141141
473	0.998679345	0.02378775217
474	0.998679345	0.02368067214
475	0.998679345	0.02354678215
476	0.998679345	0.02344597828
477	0.998679345	0.02333363438
478	0.998679345	0.02326019807
479	0.998679345	0.02314307259
480	0.998679345	0.0230117605
481	0.998679345	0.02290059075
482	0.998679345	0.02281869816
483	0.998679345	0.02269348763
484	0.998679345	0.02261203532
485	0.998679345	0.02251785813
486	0.9988112535	0.02246038649
487	0.9988112535	0.02237072752
488	0.9988112535	0.02229286757
489	0.9988112535	0.0222578394
490	0.9988112535	0.02219534489
491	0.9988112535	0.02208361966
492	0.9988112535	0.02198655736
493	0.9988112535	0.02190356219
494	0.9988112535	0.02188654226
495	0.9988112535	0.02182298355
496	0.9988112535	0.02176658818
497	0.9988112535	0.02174994971
498	0.9988112535	0.02162876646
499	0.9988112535	0.02153713921
500	0.9988112535	0.02149108193
501	0.9988112535	0.02145273582
502	0.9988112535	0.02135097021
503	0.9988112535	0.0212041223
504	0.9988112535	0.02114979532
505	0.9988112535	0.02108099956
506	0.9988112535	0.02105448255
507	0.9988112535	0.02095161825
508	0.9989431969	0.02090070495
509	0.9989431969	0.02081753835
510	0.9989431969	0.0207342652
511	0.9989431969	0.02069510617
512	0.9989431969	0.02063848683
513	0.9989431969	0.02054327863
514	0.9989431969	0.02045973701
515	0.9989431969	0.02038518769
516	0.9989431969	0.02031748105
517	0.9989431969	0.02026388202
518	0.9989431969	0.02018803242
519	0.9989431969	0.0201027474
520	0.9990751751	0.02006143994
521	0.9990751751	0.01999418792
522	0.9990751751	0.01989583755
523	0.9990751751	0.01984041157
524	0.9990751751	0.01974505792
525	0.9990751751	0.01968260517
526	0.9990751751	0.01951476591
527	0.9990751751	0.0194664398
528	0.9990751751	0.01939982086
529	0.9990751751	0.01933537995
530	0.9990751751	0.01924307166
531	0.9990751751	0.01918667654
532	0.9990751751	0.01906772213
533	0.9990751751	0.01900162521
534	0.9990751751	0.01892088179
535	0.9990751751	0.01889040635
536	0.9990751751	0.01887804985
537	0.9990751751	0.01875450623
538	0.9990751751	0.01868895554
539	0.9990751751	0.01863105825
540	0.9990751751	0.01854487999
541	0.9992071882	0.01849347027
542	0.9992071882	0.0183881992
543	0.9992071882	0.01830425829
544	0.9992071882	0.01825776135
545	0.9992071882	0.0181977954
546	0.9992071882	0.01817148357
547	0.9992071882	0.01811161708
548	0.9992071882	0.01802950946
549	0.9992071882	0.01797955243
550	0.9992071882	0.01792120484
551	0.9992071882	0.01788644142
552	0.9993392362	0.01781138903
553	0.9993392362	0.01776058188
554	0.9993392362	0.01768415947
555	0.9993392362	0.01759072665
556	0.9993392362	0.01745927824
557	0.9993392362	0.01738305298
558	0.9993392362	0.01732224849
559	0.9993392362	0.01729258017
560	0.9993392362	0.01722063246
561	0.9993392362	0.01716740355
562	0.9993392362	0.01709136687
563	0.9993392362	0.01699990502
564	0.9993392362	0.01693979391
565	0.9993392362	0.01684955863
566	0.9993392362	0.01678343994
567	0.9993392362	0.01670598251
568	0.9993392362	0.01667234111
569	0.9993392362	0.01662238889
570	0.9993392362	0.01658027706
571	0.9993392362	0.0165056931
572	0.9993392362	0.01640896531
573	0.9993392362	0.01637177533
574	0.9993392362	0.01630722324
575	0.9993392362	0.01625970052
576	0.9993392362	0.01615671166
577	0.9993392362	0.01604976695
578	0.9993392362	0.01602337246
579	0.9993392362	0.01596627617
580	0.9993392362	0.01590795413
581	0.9993392362	0.01583239727
582	0.9993392362	0.01578365921
583	0.9993392362	0.01571423582
584	0.9993392362	0.01562685792
585	0.9993392362	0.01555653432
586	0.9993392362	0.01550091087
587	0.9993392362	0.01546167661
588	0.9993392362	0.01542370532
589	0.9993392362	0.01538457768
590	0.9993392362	0.01533822262
591	0.9993392362	0.01528480062
592	0.9993392362	0.01522233436
593	0.9993392362	0.01518694849
594	0.9993392362	0.01514997388
595	0.9993392362	0.01510173013
596	0.9993392362	0.01505927427
597	0.9993392362	0.01502061239
598	0.9993392362	0.01496835023
599	0.9993392362	0.01491631505
600	0.9993392362	0.01488066629
601	0.9993392362	0.01483352491
602	0.9993392362	0.01480069071
603	0.9993392362	0.01477510524
604	0.9993392362	0.01474034408
605	0.9993392362	0.01471181816
606	0.9993392362	0.01465116599
607	0.9993392362	0.01461460776
608	0.9993392362	0.01453891623
609	0.9994713191	0.01448116853
610	0.9994713191	0.01446192814
611	0.9993392362	0.01441489217
612	0.9993392362	0.01436711423
613	0.9993392362	0.0143133659
614	0.9993392362	0.01425836027
615	0.9993392362	0.01419778174
616	0.9993392362	0.01414712926
617	0.9994713191	0.01409247215
618	0.9994713191	0.01406914203
619	0.9994713191	0.01403046902
620	0.9994713191	0.01397403485
621	0.9994713191	0.01393127882
622	0.9994713191	0.01389239972
623	0.9994713191	0.01380482807
624	0.9994713191	0.0137672075
625	0.9994713191	0.01372621416
626	0.9994713191	0.01370517553
627	0.9994713191	0.01368399734
628	0.9994713191	0.01364191711
629	0.9994713191	0.01359504054
630	0.9994713191	0.01354515084
631	0.9994713191	0.01351021984
632	0.9994713191	0.01349875781
633	0.9994713191	0.01347793884
634	0.9994713191	0.01346059996
635	0.9994713191	0.01337631039
636	0.9994713191	0.01334437748
637	0.9994713191	0.01331094421
638	0.9996034369	0.01326975405
639	0.9996034369	0.01323401074
640	0.9994713191	0.01316863075
641	0.9994713191	0.01310238198
642	0.9994713191	0.0130254799
643	0.9996034369	0.01298245539
644	0.9996034369	0.01296602681
645	0.9996034369	0.0129188682
646	0.9996034369	0.01290495991
647	0.9996034369	0.01289161571
648	0.9996034369	0.01284546522
649	0.9996034369	0.01280214928
650	0.9996034369	0.01274707773
651	0.9996034369	0.01272499518
652	0.9996034369	0.01264784039
653	0.9996034369	0.0126151125
654	0.9996034369	0.01260000575
655	0.9996034369	0.01258709102
656	0.9996034369	0.01257450737
657	0.9996034369	0.01256260517
658	0.9996034369	0.01252273019
659	0.9996034369	0.01244190676
660	0.9996034369	0.01239437483
661	0.9996034369	0.01233092118
662	0.9996034369	0.012279426
663	0.9996034369	0.01223448531
664	0.9996034369	0.0121952419
665	0.9996034369	0.01213738528
666	0.9996034369	0.01209843207
667	0.9996034369	0.01206647715
668	0.9996034369	0.01203316726
669	0.9996034369	0.01199885152
670	0.9996034369	0.01196440835
671	0.9996034369	0.01194532566
672	0.9996034369	0.0119343254
673	0.9997355896	0.01191753082
674	0.9997355896	0.01187926543
675	0.9997355896	0.0118371115
676	0.9997355896	0.01179861593
677	0.9997355896	0.01173152269
678	0.9997355896	0.01169975248
679	0.9997355896	0.0116538395
680	0.9997355896	0.01161493971
681	0.9997355896	0.01158932591
682	0.9997355896	0.01153290048
683	0.9997355896	0.01152018715
684	0.9997355896	0.0114868523
685	0.9997355896	0.01145298322
686	0.9997355896	0.01144178839
687	0.9997355896	0.0114097081
688	0.9997355896	0.01138624404
689	0.9997355896	0.0113458324
690	0.9997355896	0.01131482608
691	0.9997355896	0.01128587661
692	0.9997355896	0.01125149145
693	0.9997355896	0.01118782622
694	0.9997355896	0.01117012802
695	0.9997355896	0.01114042268
696	0.9997355896	0.01110200586
697	0.9997355896	0.01107903188
698	0.9997355896	0.01105669247
699	0.9997355896	0.01099639122
700	0.9997355896	0.01093610288
701	0.9997355896	0.01090470934
702	0.9997355896	0.01087252222
703	0.9997355896	0.01083463004
704	0.9997355896	0.01078462132
705	0.9997355896	0.01074936029
706	0.9997355896	0.01072689724
707	0.9997355896	0.01071938943
708	0.9997355896	0.01068159756
709	0.9997355896	0.01066709863
710	0.9997355896	0.01063899186
711	0.9997355896	0.0106128186
712	0.9997355896	0.01057613512
713	0.9997355896	0.01055236473
714	0.9997355896	0.01052344308
715	0.9997355896	0.01048959011
716	0.9997355896	0.01048228471
717	0.9997355896	0.01043987996
718	0.9997355896	0.0103798426
719	0.9997355896	0.01035968965
720	0.9997355896	0.01031903474
721	0.9997355896	0.01028667742
722	0.9997355896	0.01025817528
723	0.9997355896	0.0102310239
724	0.9997355896	0.01020792748
725	0.9997355896	0.01019460806
726	0.9997355896	0.01016073975
727	0.9997355896	0.01013183409
728	0.9997355896	0.01010620203
729	0.9997355896	0.01008452831
730	0.9997355896	0.01008024731
731	0.9997355896	0.01006766809
732	0.9997355896	0.01004585337
733	0.9997355896	0.01000823356
734	0.9997355896	0.009984401993
735	0.9997355896	0.009971818941
736	0.9997355896	0.009944525672
737	0.9997355896	0.009920121148
738	0.9997355896	0.009895849306
739	0.9997355896	0.009870644724
740	0.9997355896	0.009848317311
741	0.9997355896	0.009808691748
742	0.9997355896	0.009759880864
743	0.9997355896	0.009708949306
744	0.9997355896	0.00964668926
745	0.9997355896	0.009623927582
746	0.9997355896	0.009599369813
747	0.9997355896	0.009574946412
748	0.9997355896	0.009516790544
749	0.9997355896	0.009493525257
750	0.9997355896	0.0094691757
751	0.9997355896	0.009450906431
752	0.9997355896	0.009410653015
753	0.9997355896	0.009393672223
754	0.9997355896	0.009375571102
755	0.9997355896	0.009337757181
756	0.9997355896	0.009323476457
757	0.9998677773	0.009301078469
758	0.9998677773	0.009270908237
759	0.9998677773	0.009244054794
760	0.9998677773	0.009212150749
761	0.9998677773	0.009184904119
762	0.9998677773	0.009170846018
763	0.9998677773	0.009137087889
764	0.9998677773	0.009117803557
765	0.9998677773	0.009098090917
766	0.9998677773	0.009072017201
767	0.9998677773	0.009050635789
768	0.9998677773	0.009026543649
769	0.9998677773	0.008998291581
770	0.9998677773	0.008983267532
771	0.9998677773	0.008962703948
772	0.9998677773	0.008940481185
773	0.9998677773	0.008919906636
774	0.9998677773	0.008899954268
775	0.9998677773	0.008879979043
776	0.9998677773	0.008849993006
777	0.9998677773	0.008835997125
778	0.9998677773	0.008809683015
779	0.9998677773	0.008786646752
780	0.9998677773	0.008762979337
781	0.9998677773	0.008725571173
782	0.9998677773	0.008692458979
783	0.9998677773	0.008670767949
784	0.9998677773	0.008651538306
785	0.9998677773	0.008631948694
786	0.9998677773	0.008588577663
787	0.9998677773	0.008578817681
788	0.9998677773	0.00856078531
789	0.9998677773	0.008540397279
790	0.9998677773	0.008519894498
791	0.9998677773	0.008503156768
792	0.9998677773	0.008475010318
793	0.9998677773	0.008453755333
794	0.9998677773	0.008441605546
795	0.9998677773	0.008433116436
796	0.9998677773	0.008419489962
797	0.9998677773	0.008390062515
798	0.9998677773	0.008360232769
799	0.9998677773	0.008340815922
800	0.9998677773	0.008326816956
801	0.9998677773	0.008310367013
802	0.9998677773	0.008298915103
803	0.9998677773	0.008269262147
804	0.9998677773	0.008260811564
805	0.9998677773	0.008240881467
806	0.9998677773	0.008214218206
807	0.9998677773	0.008194031263
808	0.9998677773	0.008178569642
809	0.9998677773	0.008162432298
810	0.9998677773	0.008147219038
811	0.9998677773	0.008139334411
812	0.9998677773	0.008126113874
813	0.9998677773	0.008101201983
814	0.9998677773	0.008079657487
815	0.9998677773	0.008063689866
816	0.9998677773	0.008056209929
817	0.9998677773	0.008025392919
818	0.9998677773	0.007992530709
819	0.9998677773	0.007984868044
820	0.9998677773	0.007967646515
821	0.9998677773	0.007949624631
822	0.9998677773	0.007938461694
823	0.9998677773	0.007925436355
824	0.9998677773	0.007911365012
825	0.9998677773	0.007883506629
826	0.9998677773	0.007864685614
827	0.9998677773	0.007855277813
828	0.9998677773	0.007840619458
829	0.9998677773	0.007835649218
830	0.9998677773	0.007820075097
831	0.9998677773	0.007795599472
832	0.9998677773	0.007781484864
833	1	0.007752323798
834	1	0.007737608407
835	1	0.007710549649
836	1	0.007696031201
837	1	0.007675713217
838	1	0.007631557024
839	1	0.007612209108
840	1	0.007593865151
841	1	0.007575768844
842	1	0.007557327867
843	1	0.007543931075
844	1	0.007525026058
845	1	0.00750363075
846	1	0.00748308872
847	1	0.007460021767
848	1	0.007439874106
849	1	0.007428526524
850	1	0.007410570429
851	1	0.007400760201
852	1	0.00737740942
853	1	0.007362141292
854	1	0.007347727517
855	1	0.00734127686
856	1	0.007333269508
857	1	0.007316182325
858	1	0.007287658516
859	1	0.007260930163
860	1	0.007249115339
861	1	0.00724909029
862	1	0.007226080296
863	1	0.007218113931
864	1	0.007196787005
865	1	0.007190179513
866	1	0.007182014545
867	1	0.007167977482
868	1	0.007156276653
869	1	0.007151296908
870	1	0.007146972716
871	1	0.007139767759
872	1	0.007126117191
873	1	0.007104930199
874	1	0.007091192318
875	1	0.007086822188
876	1	0.007079293714
877	1	0.007079269812
878	1	0.007061236223
879	1	0.007054999562
880	1	0.007043452063
881	1	0.007032838789
882	1	0.007012012056
883	1	0.007000308475
884	1	0.00700030798
885	1	0.006997919097
886	1	0.006997907554
887	1	0.006986419083
888	1	0.006986418603
889	1	0.006968034146
890	1	0.006955449766
891	1	0.006945303451
892	1	0.006931997753
893	1	0.006922676126
894	1	0.006922672247
895	1	0.006911501767
896	1	0.006911490121
897	1	0.006905982096
898	1	0.006899281709
